word,spam_count,ham_count,total,spam_ratio
liable,30,25,55,0.545
affairs,76,244,320,0.237
malin,0,59,59,0.0
travis,10,64,74,0.135
terry,19,221,240,0.079
walks,38,14,52,0.731
qualifications,27,40,67,0.403
essentially,18,145,163,0.11
syslync,130,0,130,1.0
markings,58,1,59,0.983
dasovich,0,63,63,0.0
moore,35,463,498,0.07
damaged,16,65,81,0.198
vary,72,41,113,0.637
receiving,888,254,1142,0.778
bring,579,666,1245,0.465
shot,130,88,218,0.596
low,1779,705,2484,0.716
gomes,0,77,77,0.0
hewitt,8,77,85,0.094
pursuant,39,68,107,0.364
maharashtra,1,282,283,0.004
machine,143,176,319,0.448
visa,132,168,300,0.44
delivering,52,125,177,0.294
political,209,326,535,0.391
licensed,354,20,374,0.947
negotiations,233,263,496,0.47
capillaris,71,0,71,1.0
match,314,191,505,0.622
circle,55,27,82,0.671
stuck,20,37,57,0.351
expect,748,635,1383,0.541
formulated,70,5,75,0.933
presidents,9,61,70,0.129
giuseppe,3,87,90,0.033
coffey,15,96,111,0.135
brokerage,72,107,179,0.402
prize,987,58,1045,0.944
oversight,0,122,122,0.0
indicate,143,236,379,0.377
requested,134,811,945,0.142
truly,189,107,296,0.639
allegations,7,52,59,0.119
tracks,48,38,86,0.558
emerged,90,46,136,0.662
thirds,8,61,69,0.116
wee,88,2,90,0.978
gem,241,5,246,0.98
danger,91,46,137,0.664
structures,20,165,185,0.108
kids,102,111,213,0.479
depot,98,39,137,0.715
derivative,5,202,207,0.024
expedia,8,93,101,0.079
municipal,33,50,83,0.398
arise,30,140,170,0.176
manner,220,139,359,0.613
davies,12,138,150,0.08
miilennium,102,0,102,1.0
fallen,23,314,337,0.068
formally,5,58,63,0.079
help,1782,2621,4403,0.405
bob,51,1579,1630,0.031
streams,98,26,124,0.79
dealt,13,42,55,0.236
vip,59,8,67,0.881
intraday,3,69,72,0.042
piace,54,0,54,1.0
cali,32,21,53,0.604
mineral,63,8,71,0.887
persona,60,5,65,0.923
mtbe,0,76,76,0.0
mom,48,45,93,0.516
bombay,9,68,77,0.117
suit,29,239,268,0.108
amonq,57,0,57,1.0
formula,288,132,420,0.686
schoppe,0,240,240,0.0
questions,456,4023,4479,0.102
shock,27,44,71,0.38
intact,25,35,60,0.417
princeton,15,87,102,0.147
hesse,8,107,115,0.07
mara,5,69,74,0.068
laid,91,70,161,0.565
software,3518,606,4124,0.853
borrowing,3,68,71,0.042
edgar,93,5,98,0.949
spots,57,29,86,0.663
access,1014,1774,2788,0.364
dedicated,137,155,292,0.469
renew,45,59,104,0.433
sources,695,603,1298,0.535
compelling,35,25,60,0.583
crash,176,25,201,0.876
craft,31,29,60,0.517
refused,48,72,120,0.4
wxga,84,0,84,1.0
username,16,79,95,0.168
dominant,46,57,103,0.447
cargo,57,34,91,0.626
apollo,11,94,105,0.105
atleast,139,2,141,0.986
pres,62,11,73,0.849
yes,399,476,875,0.456
introduced,76,90,166,0.458
dream,126,26,152,0.829
sans,136,10,146,0.932
softwares,672,1,673,0.999
alium,118,0,118,1.0
opinion,457,259,716,0.638
gerry,6,65,71,0.085
alive,62,36,98,0.633
acquisition,660,448,1108,0.596
dividends,35,37,72,0.486
chanel,63,0,63,1.0
morgan,46,788,834,0.055
crore,0,161,161,0.0
dudley,13,45,58,0.224
recruiting,28,408,436,0.064
potentia,353,0,353,1.0
eligible,91,97,188,0.484
plate,33,19,52,0.635
needs,586,1408,1994,0.294
chewco,0,73,73,0.0
symbol,495,36,531,0.932
deemed,80,54,134,0.597
towards,230,185,415,0.554
forum,65,222,287,0.226
settlements,27,288,315,0.086
loans,233,301,534,0.436
informal,12,174,186,0.065
cunningham,12,84,96,0.125
idbi,0,65,65,0.0
esmtp,24,63,87,0.276
daniel,56,193,249,0.225
nigerian,151,2,153,0.987
attn,194,13,207,0.937
pool,53,225,278,0.191
creditor,18,65,83,0.217
mailwisconsin,220,0,220,1.0
shortfall,9,78,87,0.103
undue,204,10,214,0.953
certain,1011,722,1733,0.583
ink,108,4,112,0.964
policy,314,734,1048,0.3
usual,54,160,214,0.252
files,173,338,511,0.339
significant,301,753,1054,0.286
studying,17,36,53,0.321
karen,11,621,632,0.017
entrepreneurs,40,21,61,0.656
hormone,51,0,51,1.0
valuation,43,552,595,0.072
role,80,872,952,0.084
slated,10,43,53,0.189
elena,18,121,139,0.129
membership,699,231,930,0.752
bearing,36,16,52,0.692
activate,35,21,56,0.625
held,540,840,1380,0.391
instructed,107,17,124,0.863
camera,123,9,132,0.932
nloa,84,0,84,1.0
murphy,8,308,316,0.025
cbm,78,12,90,0.867
none,601,179,780,0.771
client,452,365,817,0.553
diseases,97,1,98,0.99
gentlemen,24,61,85,0.282
quickbooks,131,0,131,1.0
kari,4,56,60,0.067
ronald,30,81,111,0.27
financially,65,80,145,0.448
identifying,61,91,152,0.401
released,326,330,656,0.497
reliable,552,67,619,0.892
abraham,33,19,52,0.635
personalized,83,13,96,0.865
trigger,5,129,134,0.037
mumford,7,43,50,0.14
deiivery,52,0,52,1.0
motorola,39,18,57,0.684
baughman,0,79,79,0.0
manually,5,56,61,0.082
consist,19,43,62,0.306
bike,28,37,65,0.431
retained,16,93,109,0.147
fees,257,266,523,0.491
ideal,98,69,167,0.587
hit,230,356,586,0.392
marks,52,71,123,0.423
fixed,405,427,832,0.487
proposition,113,35,148,0.764
update,508,2150,2658,0.191
battle,63,84,147,0.429
downgrade,6,494,500,0.012
correctly,21,164,185,0.114
ambieen,95,0,95,1.0
stated,409,331,740,0.553
wmb,79,9,88,0.898
showcase,64,15,79,0.81
strange,53,46,99,0.535
israel,38,52,90,0.422
targeted,266,62,328,0.811
remaining,153,404,557,0.275
beiieves,256,0,256,1.0
apologies,69,64,133,0.519
effort,466,641,1107,0.421
wed,113,190,303,0.373
push,79,192,271,0.292
stone,45,196,241,0.187
demokritos,265,0,265,1.0
goes,226,341,567,0.399
everywhere,47,18,65,0.723
keep,1115,1373,2488,0.448
implemented,16,170,186,0.086
john,247,3679,3926,0.063
sells,68,143,211,0.322
productive,32,89,121,0.264
harder,99,75,174,0.569
rivers,8,49,57,0.14
breakout,45,38,83,0.542
onto,224,122,346,0.647
solo,61,7,68,0.897
edward,49,308,357,0.137
attractive,79,106,185,0.427
sturm,0,60,60,0.0
giant,50,413,463,0.108
education,243,176,419,0.58
twelve,134,15,149,0.899
intimate,69,6,75,0.92
impress,92,3,95,0.968
hedge,32,324,356,0.09
surprises,6,75,81,0.074
quarters,14,90,104,0.135
adobbe,61,0,61,1.0
stabilize,1,50,51,0.02
frankly,12,38,50,0.24
times,587,1886,2473,0.237
pastoria,0,110,110,0.0
closer,26,137,163,0.16
night,315,564,879,0.358
ali,410,15,425,0.965
car,352,164,516,0.682
centana,0,60,60,0.0
zinc,41,12,53,0.774
decision,308,961,1269,0.243
sultan,49,2,51,0.961
thereof,55,28,83,0.663
christy,9,82,91,0.099
worthwhile,26,32,58,0.448
given,746,1168,1914,0.39
celeste,9,134,143,0.063
justin,10,80,90,0.111
scholarship,9,60,69,0.13
bonds,22,931,953,0.023
controlling,27,42,69,0.391
advisory,136,133,269,0.506
thanksgiving,11,119,130,0.085
widely,54,105,159,0.34
sanchez,16,54,70,0.229
stood,84,47,131,0.641
edu,49,1725,1774,0.028
bengalla,0,52,52,0.0
tricoli,0,53,53,0.0
erwin,9,58,67,0.134
operations,423,2015,2438,0.174
owed,31,181,212,0.146
warren,36,67,103,0.35
piper,6,215,221,0.027
gage,49,5,54,0.907
star,155,223,378,0.41
jersey,45,72,117,0.385
conf,25,59,84,0.298
rid,70,23,93,0.753
kyle,10,112,122,0.082
deserve,111,28,139,0.799
household,39,21,60,0.65
complementary,91,12,103,0.883
hanover,1,58,59,0.017
name,2642,1832,4474,0.591
participated,11,52,63,0.175
skin,147,1,148,0.993
spouse,50,16,66,0.758
fossil,53,11,64,0.828
feelings,51,10,61,0.836
oniine,401,0,401,1.0
school,259,860,1119,0.231
goal,203,250,453,0.448
increasing,161,261,422,0.382
seaman,3,53,56,0.054
secretly,74,4,78,0.949
provision,33,149,182,0.181
route,30,95,125,0.24
headed,76,200,276,0.275
clarity,25,48,73,0.342
koepke,0,93,93,0.0
delivery,703,915,1618,0.434
samer,0,80,80,0.0
planning,153,655,808,0.189
street,392,1764,2156,0.182
phase,64,611,675,0.095
treated,194,102,296,0.655
portcalc,0,91,91,0.0
flag,41,85,126,0.325
amid,14,333,347,0.04
painting,29,23,52,0.558
phillip,21,192,213,0.099
douglas,22,141,163,0.135
synthetic,19,41,60,0.317
solving,26,46,72,0.361
arrangement,148,220,368,0.402
beaumont,11,140,151,0.073
implementing,23,128,151,0.152
hermes,47,4,51,0.922
romano,11,44,55,0.2
royal,71,167,238,0.298
perkins,11,81,92,0.12
lessons,24,50,74,0.324
cel,93,6,99,0.939
retroactive,3,62,65,0.046
hertzberg,0,61,61,0.0
import,46,105,151,0.305
probability,9,69,78,0.115
hamilton,41,103,144,0.285
warm,82,65,147,0.558
winter,59,360,419,0.141
virginia,46,150,196,0.235
piaces,50,0,50,1.0
sic,15,61,76,0.197
exposed,25,56,81,0.309
lined,9,56,65,0.138
thousand,1091,22,1113,0.98
xls,1,1129,1130,0.001
abn,21,44,65,0.323
instruct,41,11,52,0.788
classroom,50,9,59,0.847
seven,284,206,490,0.58
benefit,344,405,749,0.459
npng,0,56,56,0.0
intention,54,65,119,0.454
overdue,11,48,59,0.186
stacy,14,66,80,0.175
dog,133,44,177,0.751
vehicle,98,159,257,0.381
harvard,23,129,152,0.151
allowing,62,149,211,0.294
dth,2,177,179,0.011
extraction,69,22,91,0.758
inclusion,17,41,58,0.293
number,3016,2553,5569,0.542
esq,41,22,63,0.651
song,79,17,96,0.823
zonedubai,158,0,158,1.0
independently,43,51,94,0.457
audio,154,90,244,0.631
acquired,153,184,337,0.454
compression,21,62,83,0.253
modify,40,67,107,0.374
lkml,66,0,66,1.0
convention,19,80,99,0.192
tee,16,66,82,0.195
russia,114,38,152,0.75
insurance,501,378,879,0.57
agreement,692,2225,2917,0.237
pacific,48,263,311,0.154
columbia,43,112,155,0.277
empresa,80,2,82,0.976
helped,114,263,377,0.302
tabs,688,22,710,0.969
december,251,1554,1805,0.139
employ,45,16,61,0.738
allow,408,636,1044,0.391
saved,88,40,128,0.688
milnthorp,0,184,184,0.0
pretty,112,285,397,0.282
abuse,254,44,298,0.852
cheryl,13,194,207,0.063
vera,30,38,68,0.441
shareholders,139,591,730,0.19
spreadsheets,4,80,84,0.048
macromedia,864,1,865,0.999
gen,116,54,170,0.682
millenium,52,9,61,0.852
ann,40,141,181,0.221
absolutely,409,100,509,0.804
months,988,1515,2503,0.395
pleasure,295,117,412,0.716
siteguaaranteed,66,0,66,1.0
discussing,8,171,179,0.045
promotions,589,146,735,0.801
directors,153,565,718,0.213
nyc,21,68,89,0.236
wes,1,355,356,0.003
enforceable,2,60,62,0.032
hilton,36,44,80,0.45
instrumental,11,47,58,0.19
automatically,342,184,526,0.65
loaded,29,45,74,0.392
family,1207,372,1579,0.764
settled,24,86,110,0.218
hedged,0,51,51,0.0
transforming,68,10,78,0.872
arranged,31,151,182,0.17
supplement,53,45,98,0.541
profiles,140,57,197,0.711
diluted,9,51,60,0.15
reveffo,0,61,61,0.0
buiiding,68,0,68,1.0
restoring,1,67,68,0.015
variances,0,691,691,0.0
deal,562,6667,7229,0.078
turnaround,98,43,141,0.695
telerate,0,52,52,0.0
sale,758,1412,2170,0.349
intercepted,3,81,84,0.036
provider,420,187,607,0.692
selected,723,296,1019,0.71
focusing,19,97,116,0.164
industries,241,243,484,0.498
jul,585,57,642,0.911
enquiries,219,12,231,0.948
satisfied,226,38,264,0.856
employees,130,2067,2197,0.059
center,763,1179,1942,0.393
jitter,56,0,56,1.0
disregard,20,46,66,0.303
race,64,62,126,0.508
minimum,186,212,398,0.467
trend,61,95,156,0.391
epsc,0,68,68,0.0
merger,33,1076,1109,0.03
insert,37,16,53,0.698
sun,248,209,457,0.543
elect,12,43,55,0.218
astros,0,77,77,0.0
instruction,105,26,131,0.802
rules,130,302,432,0.301
nicht,66,4,70,0.943
contacted,179,223,402,0.445
ranks,28,24,52,0.538
calm,33,89,122,0.27
peers,19,44,63,0.302
silicon,25,26,51,0.49
exxonmobiie,67,0,67,1.0
block,100,168,268,0.373
laser,103,5,108,0.954
bammel,0,83,83,0.0
committed,143,250,393,0.364
rainbow,71,1,72,0.986
poorman,0,113,113,0.0
flow,178,1223,1401,0.127
preview,38,26,64,0.594
special,1599,747,2346,0.682
nex,70,0,70,1.0
cocoa,22,29,51,0.431
fireworks,93,2,95,0.979
tamarchenko,0,220,220,0.0
relieve,29,23,52,0.558
actuals,0,337,337,0.0
feeds,23,76,99,0.232
consequently,292,73,365,0.8
paxil,94,0,94,1.0
efficient,128,167,295,0.434
marathon,3,73,76,0.039
allocate,14,149,163,0.086
life,2122,311,2433,0.872
clique,64,0,64,1.0
deteriorating,9,41,50,0.18
conversion,122,102,224,0.545
period,259,1120,1379,0.188
professor,37,458,495,0.075
information,7792,5273,13065,0.596
detail,103,323,426,0.242
games,254,83,337,0.754
brent,11,466,477,0.023
look,1628,2172,3800,0.428
ibuyit,0,150,150,0.0
accumulated,99,19,118,0.839
careful,102,55,157,0.65
custody,80,5,85,0.941
effects,317,81,398,0.796
said,1053,10836,11889,0.089
upgrades,65,35,100,0.65
noticed,109,77,186,0.586
trail,21,29,50,0.42
evolving,9,42,51,0.176
might,1045,1547,2592,0.403
commissioners,2,63,65,0.031
aspects,75,127,202,0.371
continental,33,196,229,0.144
fda,213,2,215,0.991
tremendous,105,95,200,0.525
guidance,71,155,226,0.314
qmail,195,0,195,1.0
vibrator,97,0,97,1.0
cell,299,555,854,0.35
dupont,31,143,174,0.178
agreeing,10,61,71,0.141
hands,231,182,413,0.559
foresee,444,8,452,0.982
karla,2,61,63,0.032
explode,255,12,267,0.955
arising,33,36,69,0.478
pull,139,224,363,0.383
darial,94,0,94,1.0
christian,164,167,331,0.495
sees,98,111,209,0.469
operated,79,63,142,0.556
lexi,0,79,79,0.0
relating,86,150,236,0.364
tim,310,715,1025,0.302
sit,143,159,302,0.474
tank,58,14,72,0.806
surge,62,70,132,0.47
mckay,3,96,99,0.03
pays,46,80,126,0.365
kim,27,531,558,0.048
feel,1087,1050,2137,0.509
nom,7,847,854,0.008
register,231,359,590,0.392
releases,343,83,426,0.805
satellite,71,54,125,0.568
privately,18,34,52,0.346
bright,60,76,136,0.441
poised,326,38,364,0.896
wendy,12,58,70,0.171
screens,172,71,243,0.708
services,2034,2528,4562,0.446
fed,30,154,184,0.163
intellectual,30,45,75,0.4
bullish,21,60,81,0.259
belden,0,317,317,0.0
toni,7,71,78,0.09
newswire,69,124,193,0.358
formosa,4,51,55,0.073
vaughn,10,51,61,0.164
mount,64,43,107,0.598
paliourg,447,0,447,1.0
leaving,75,331,406,0.185
divided,7,73,80,0.087
temporary,62,150,212,0.292
toward,70,251,321,0.218
inadequate,9,44,53,0.17
clock,79,26,105,0.752
population,65,29,94,0.691
sponsor,88,96,184,0.478
grade,56,558,614,0.091
silent,41,24,65,0.631
notebooks,85,11,96,0.885
foster,16,153,169,0.095
shortfalls,1,51,52,0.019
discrete,86,2,88,0.977
summer,141,1085,1226,0.115
extel,0,63,63,0.0
saying,113,379,492,0.23
improve,238,255,493,0.483
prohibited,83,235,318,0.261
opposite,48,42,90,0.533
xico,51,3,54,0.944
cdgt,94,0,94,1.0
abc,37,35,72,0.514
emerging,354,123,477,0.742
sure,660,1466,2126,0.31
frame,41,87,128,0.32
countrieswe,96,0,96,1.0
jack,133,131,264,0.504
eastern,76,212,288,0.264
model,212,1665,1877,0.113
cock,66,0,66,1.0
quite,172,365,537,0.32
cec,3,230,233,0.013
brown,125,563,688,0.182
catch,132,122,254,0.52
production,866,1297,2163,0.4
ministry,198,33,231,0.857
fwd,156,157,313,0.498
six,423,506,929,0.455
entitled,71,108,179,0.397
council,39,78,117,0.333
oretech,58,0,58,1.0
enronxgate,0,1335,1335,0.0
multiple,392,255,647,0.606
heya,54,0,54,1.0
soared,4,53,57,0.07
partner,731,332,1063,0.688
nature,225,145,370,0.608
thoreau,6,44,50,0.12
blackberry,12,227,239,0.05
francisco,62,181,243,0.255
commissions,74,23,97,0.763
gain,369,333,702,0.526
input,61,375,436,0.14
east,263,753,1016,0.259
administration,153,533,686,0.223
reasonably,17,39,56,0.304
scheme,37,50,87,0.425
linked,40,162,202,0.198
mgusa,0,76,76,0.0
customer,1163,1076,2239,0.519
vspc,84,0,84,1.0
dominion,17,56,73,0.233
nerc,0,63,63,0.0
closure,30,48,78,0.385
storage,208,981,1189,0.175
uid,52,0,52,1.0
blood,243,49,292,0.832
enroncredit,0,58,58,0.0
politicians,13,52,65,0.2
mouth,111,13,124,0.895
either,437,1035,1472,0.297
transit,43,14,57,0.754
greetings,119,126,245,0.486
disqualified,118,2,120,0.983
expand,147,187,334,0.44
offers,1387,360,1747,0.794
apparently,20,196,216,0.093
domain,250,115,365,0.685
congressional,14,37,51,0.275
cleared,26,92,118,0.22
downs,22,78,100,0.22
distressed,4,51,55,0.073
causing,124,92,216,0.574
dagga,95,0,95,1.0
standards,84,336,420,0.2
microsoft,1399,316,1715,0.816
talk,303,1129,1432,0.212
offsite,0,183,183,0.0
aopen,185,0,185,1.0
deferred,16,49,65,0.246
sourcing,29,63,92,0.315
riverdeep,100,0,100,1.0
futures,11,343,354,0.031
replacement,32,159,191,0.168
negotiation,16,121,137,0.117
reeves,8,177,185,0.043
todays,98,2,100,0.98
counts,24,95,119,0.202
severely,30,48,78,0.385
liberia,81,0,81,1.0
whoever,25,46,71,0.352
suits,14,110,124,0.113
citing,6,184,190,0.032
dozen,37,68,105,0.352
generate,250,168,418,0.598
slipped,9,62,71,0.127
depressants,52,0,52,1.0
methods,150,117,267,0.562
fernley,0,213,213,0.0
committees,10,57,67,0.149
holdings,196,250,446,0.439
advertisements,151,2,153,0.987
reviews,213,199,412,0.517
comm,18,42,60,0.3
subscribe,95,76,171,0.556
avaiiabie,100,0,100,1.0
brother,168,32,200,0.84
reporter,26,97,123,0.211
robotics,199,1,200,0.995
participants,615,543,1158,0.531
format,344,254,598,0.575
skeptical,44,44,88,0.5
newpower,0,133,133,0.0
untill,47,6,53,0.887
determine,102,467,569,0.179
sites,837,171,1008,0.83
trouble,83,180,263,0.316
drivers,56,46,102,0.549
adipren,92,0,92,1.0
completely,188,173,361,0.521
complications,238,18,256,0.93
spur,290,19,309,0.939
technical,145,649,794,0.183
longtime,9,48,57,0.158
transparent,20,47,67,0.299
fully,350,400,750,0.467
demonstration,11,54,65,0.169
meters,16,264,280,0.057
liked,18,66,84,0.214
increases,139,177,316,0.44
french,157,38,195,0.805
vain,142,0,142,1.0
vickers,1,132,133,0.008
recruit,16,58,74,0.216
vernon,12,89,101,0.119
worksheet,7,74,81,0.086
telling,75,75,150,0.5
presumably,1,52,53,0.019
performing,81,86,167,0.485
sophie,8,50,58,0.138
miliennium,89,0,89,1.0
talented,10,47,57,0.175
seating,3,62,65,0.046
partial,34,60,94,0.362
hopefully,6,255,261,0.023
independence,49,55,104,0.471
julia,15,79,94,0.16
eff,286,41,327,0.875
grigsby,0,81,81,0.0
woman,298,95,393,0.758
delhi,22,75,97,0.227
triple,91,90,181,0.503
height,574,14,588,0.976
connecting,16,38,54,0.296
payment,719,870,1589,0.452
forces,127,79,206,0.617
technoiogies,257,0,257,1.0
schedulers,1,79,80,0.013
safely,68,23,91,0.747
statement,341,649,990,0.344
justice,42,88,130,0.323
audience,134,97,231,0.58
invoiving,73,0,73,1.0
pop,242,68,310,0.781
desired,54,56,110,0.491
procedures,63,320,383,0.164
quark,159,8,167,0.952
aquila,10,222,232,0.043
pentium,50,6,56,0.893
declared,75,51,126,0.595
chamber,62,10,72,0.861
store,743,107,850,0.874
shaw,21,43,64,0.328
satisfaction,341,36,377,0.905
stimulate,38,18,56,0.679
stopped,77,132,209,0.368
theme,19,46,65,0.292
economist,26,113,139,0.187
matching,27,126,153,0.176
espeak,0,77,77,0.0
demo,39,75,114,0.342
modern,90,23,113,0.796
articles,40,137,177,0.226
cdt,0,58,58,0.0
antonio,62,90,152,0.408
exactly,454,170,624,0.728
script,40,26,66,0.606
rough,20,108,128,0.156
stream,233,95,328,0.71
protocol,360,56,416,0.865
emirates,180,4,184,0.978
revert,59,24,83,0.711
desk,205,1359,1564,0.131
enjoy,433,182,615,0.704
courier,50,2,52,0.962
final,470,2196,2666,0.176
davis,63,831,894,0.07
partid,55,0,55,1.0
berkeley,22,269,291,0.076
talked,31,399,430,0.072
delta,56,197,253,0.221
methane,67,11,78,0.859
institution,55,40,95,0.579
wong,13,50,63,0.206
front,442,368,810,0.546
bus,74,159,233,0.318
manufacturing,241,124,365,0.66
latin,33,67,100,0.33
suitable,50,64,114,0.439
commission,316,1506,1822,0.173
cooperation,161,146,307,0.524
confusing,10,52,62,0.161
within,4708,1388,6096,0.772
staff,396,971,1367,0.29
integral,35,16,51,0.686
antivirus,182,5,187,0.973
management,1224,4279,5503,0.222
pga,30,21,51,0.588
nothing,784,370,1154,0.679
copy,793,1191,1984,0.4
ben,50,541,591,0.085
burden,18,63,81,0.222
testing,144,368,512,0.281
animals,61,5,66,0.924
fired,40,236,276,0.145
seek,775,159,934,0.83
confused,7,54,61,0.115
greene,15,49,64,0.234
mines,100,13,113,0.885
reliantenergy,0,89,89,0.0
agenda,42,573,615,0.068
sweeney,5,140,145,0.034
miliion,221,0,221,1.0
tos,4,81,85,0.047
vegas,131,115,246,0.533
peopie,167,0,167,1.0
radio,187,24,211,0.886
louis,117,153,270,0.433
extensions,28,31,59,0.475
sage,22,71,93,0.237
clubs,54,11,65,0.831
bust,23,31,54,0.426
smail,75,0,75,1.0
head,375,617,992,0.378
carriers,47,54,101,0.465
reflects,63,169,232,0.272
amex,38,20,58,0.655
permits,27,65,92,0.293
lim,22,86,108,0.204
wonderful,150,108,258,0.581
genethera,84,0,84,1.0
eytl,52,0,52,1.0
sur,54,13,67,0.806
phoenix,69,37,106,0.651
compiiance,98,0,98,1.0
scene,68,35,103,0.66
gold,618,154,772,0.801
thing,739,437,1176,0.628
filled,126,83,209,0.603
cellspacing,56,0,56,1.0
abacha,127,0,127,1.0
passport,116,28,144,0.806
band,50,27,77,0.649
united,1240,596,1836,0.675
performance,1895,1056,2951,0.642
solved,25,27,52,0.481
clean,175,232,407,0.43
allen,46,532,578,0.08
including,1360,1581,2941,0.462
mixed,42,84,126,0.333
containing,80,68,148,0.541
hebert,0,60,60,0.0
modular,102,2,104,0.981
viaqra,101,0,101,1.0
ranking,23,119,142,0.162
amita,0,56,56,0.0
conducted,125,141,266,0.47
supplies,190,225,415,0.458
source,742,449,1191,0.623
cada,52,0,52,1.0
concentration,82,38,120,0.683
internal,185,575,760,0.243
quantitative,9,174,183,0.049
schedule,66,2515,2581,0.026
beaver,25,49,74,0.338
kansas,21,53,74,0.284
dis,45,7,52,0.865
tape,104,29,133,0.782
little,934,838,1772,0.527
colleagues,171,212,383,0.446
exceeding,33,34,67,0.493
moorer,0,54,54,0.0
became,142,337,479,0.296
deceased,233,4,237,0.983
promptly,47,58,105,0.448
soccer,31,35,66,0.47
expenditure,21,37,58,0.362
modules,15,36,51,0.294
database,551,2473,3024,0.182
wscc,0,99,99,0.0
liquidation,142,39,181,0.785
sep,31,124,155,0.2
answers,73,159,232,0.315
continued,151,488,639,0.236
ago,421,865,1286,0.327
cable,368,77,445,0.827
popular,711,57,768,0.926
patches,108,2,110,0.982
encounter,27,23,50,0.54
sevil,0,155,155,0.0
onward,61,3,64,0.953
house,564,551,1115,0.506
surprised,96,115,211,0.455
groups,99,809,908,0.109
veterans,44,7,51,0.863
hurricane,12,64,76,0.158
financials,6,50,56,0.107
latest,582,650,1232,0.472
hourly,7,198,205,0.034
nebraska,19,32,51,0.373
happiness,67,3,70,0.957
sexual,511,16,527,0.97
mining,421,54,475,0.886
expensive,261,131,392,0.666
servers,127,78,205,0.62
carey,16,39,55,0.291
cera,0,1117,1117,0.0
user,772,710,1482,0.521
pornostars,54,0,54,1.0
wyoming,394,20,414,0.952
far,289,879,1168,0.247
addressee,26,114,140,0.186
earthquake,39,11,50,0.78
carlson,19,37,56,0.339
clearly,71,302,373,0.19
movements,5,46,51,0.098
bailey,8,74,82,0.098
jon,18,172,190,0.095
signing,115,136,251,0.458
declined,23,523,546,0.042
artist,105,11,116,0.905
sorry,263,601,864,0.304
calif,46,84,130,0.354
trevino,1,95,96,0.01
meant,259,102,361,0.717
failing,15,104,119,0.126
multilanguage,76,0,76,1.0
andmanyother,340,0,340,1.0
capabilities,129,144,273,0.473
upwards,127,5,132,0.962
fuller,33,93,126,0.262
mails,501,156,657,0.763
illinois,49,103,152,0.322
provisions,30,229,259,0.116
girlfriend,125,2,127,0.984
vnbl,348,0,348,1.0
laugh,61,12,73,0.836
told,258,993,1251,0.206
authenticated,112,0,112,1.0
iraq,85,67,152,0.559
dakota,42,11,53,0.792
enron,3,60906,60909,0.0
airline,37,71,108,0.343
informations,65,0,65,1.0
carrying,52,90,142,0.366
profiled,339,1,340,0.997
tata,0,74,74,0.0
another,646,1613,2259,0.286
revamping,160,4,164,0.976
announcement,187,528,715,0.262
compensation,438,243,681,0.643
colwell,0,256,256,0.0
chemical,65,90,155,0.419
tennis,94,5,99,0.949
execute,47,120,167,0.281
projects,910,731,1641,0.555
mrs,428,4,432,0.991
buiider,86,0,86,1.0
kal,2,142,144,0.014
somewhat,25,159,184,0.136
ejaculate,107,0,107,1.0
travel,522,440,962,0.543
pitt,16,75,91,0.176
refugee,60,2,62,0.968
business,5544,6626,12170,0.456
celebrex,97,0,97,1.0
les,102,83,185,0.551
killen,1,149,150,0.007
climb,63,34,97,0.649
das,186,7,193,0.964
coupled,13,39,52,0.25
fargo,45,26,71,0.634
referring,16,78,94,0.17
consumption,103,79,182,0.566
strategy,249,513,762,0.327
redmond,3,311,314,0.01
neutral,10,53,63,0.159
cassandra,5,92,97,0.052
workers,56,206,262,0.214
villarreal,1,154,155,0.006
appointments,124,43,167,0.743
along,313,650,963,0.325
natural,805,2404,3209,0.251
others,844,719,1563,0.54
confirmation,308,416,724,0.425
leff,0,57,57,0.0
trade,1351,1379,2730,0.495
come,1341,1418,2759,0.486
lean,55,10,65,0.846
stages,48,47,95,0.505
load,106,706,812,0.131
pound,55,25,80,0.688
consultants,65,104,169,0.385
among,654,699,1353,0.483
damages,11,93,104,0.106
shortly,106,194,300,0.353
chief,212,2250,2462,0.086
apr,201,122,323,0.622
initiated,36,48,84,0.429
congress,253,163,416,0.608
abidjan,87,0,87,1.0
symantec,195,0,195,1.0
kinds,38,40,78,0.487
federa,54,0,54,1.0
several,671,1407,2078,0.323
arnold,14,142,156,0.09
distributing,26,24,50,0.52
claimed,231,71,302,0.765
murdered,51,0,51,1.0
copyright,212,2592,2804,0.076
contractual,39,92,131,0.298
forster,2,261,263,0.008
sectionl,92,0,92,1.0
printed,94,89,183,0.514
differences,17,102,119,0.143
lie,54,31,85,0.635
daiiy,61,0,61,1.0
unexpected,12,44,56,0.214
wei,9,90,99,0.091
unify,7,461,468,0.015
ponton,0,77,77,0.0
iso,397,1428,1825,0.218
promo,144,8,152,0.947
allocations,2,143,145,0.014
mazowita,0,54,54,0.0
heim,0,79,79,0.0
anita,18,374,392,0.046
turn,425,429,854,0.498
kean,0,192,192,0.0
kohli,0,105,105,0.0
dri,74,2,76,0.974
remains,70,378,448,0.156
demanding,40,85,125,0.32
joining,37,244,281,0.132
franck,53,0,53,1.0
anybody,253,64,317,0.798
ist,122,0,122,1.0
conjunction,56,67,123,0.455
discioses,88,0,88,1.0
thus,209,243,452,0.462
bye,103,20,123,0.837
